X,Y,OBJECTID_1,UniqueID,ProjectName,AwardDateYearFunded,City,SiteAddress,County,ParcelTaxID,Latitude,Longitude,FundingSource,TotalBrownfieldIncentives,F381ApprovedAmount,GrantAwardAmount,LoanAwardAmount,WaterfrontAwardAmount,BrownfieldSiteAssessment,StateFundedCleanupAmountSpent,Acreage,DevelopmentType
-83.223889,42.429444,107,2200510026,Arnold Home,2005/10/24 00:00:00+00,Detroit,18520 W. Seven Mile Rd.,Wayne,<null> ,42.429444,-83.223889,<null> ,0,,,,0,Yes,0,12.93,Senior Housing
-84.592565,44.498725,108,220190339,Au Sable Drugstore,2019/08/02 00:00:00+00,Roscommon,801 Lake Street,Roscommon,055-607-012-5000,44.498725,-84.592565,RPF,60000,,"$60,000 ",,,,,0.1,Preparation for Redevelopment
-83.286418,42.6908990000001,109,2200107032,Auburn Hills Commerce Park (Frmr A & A Asphalt),2001/07/05 00:00:00+00,Auburn Hills,Lapeer Road (M-24) 1/4 mile south of Brown Road,Oakland,<null> ,42.690899,-83.286418,381,546000,"$546,000 ",,,0,,0,18.46,I-1 Light Industrial
-83.064159,42.3309180000001,110,2200106027,Auto Body One Project,2001/06/07 00:00:00+00,Detroit,1375 Michigan Avenue & 1301 Leverette,Wayne,"06000361-4, 390, 391-2, 393-8, 399",42.330918,-83.064159,381,106375,"$106,375 ",,,0,,0,2,Commercial
-83.69138,43.02221,111,2199606010,Auto World (Flint),1996/06/21 00:00:00+00,Flint,509 Harrison St,GENESEE,<null> ,43.02221,-83.69138,SRG,710000,,"$710,000 ",,0,,0,0,Government/Non Profit
-83.211462,42.5457050000001,112,2201112027,Balmoral Place,2011/12/19 00:00:00+00,Birmingham,34901 and 34953 Woodward Ave.,Oakland,19-36-207-007 and 19-36-207-006,42.545705,-83.211462,381,696615,"$696,615 ",,,0,,0,0.53,Business Residential
-83.785251,42.160019,113,2200709026,Banks of Saline,2007/09/19 00:00:00+00,Saline,232 Monroe Street,Washtenaw,18-18-01-430-009,42.160019,-83.785251,381,803350,"$803,350 ",,,0,,0,60,Residential
-83.673933,41.9588350000001,114,2199810025,Barger/Mercer Project,1998/10/08 00:00:00+00,Dundee,16085 Tecumseh Road,Monroe,<null> ,41.958835,-83.673933,381,344216,"$344,216 ",,,0,,0,0,B-2 General business
-84.545596,42.7341050000001,115,2199503002,"Baseball Stadium, Lansing",1995/03/13 00:00:00+00,Lansing,505 E Michigan Ave,INGHAM,<null> ,42.734105,-84.545596,SRG,922813,,"$922,813 ",,0,,0,8.86,Commercial
-83.8845135999999,43.6000330000001,116,2201808010,Bay Area Veterans Foundation,2018/08/31 00:00:00+00,Bay City,1009 North Madison Street,Bay,160-021-403-007-00,43.600245,-83.881171,RPF,190000,,"$190,000 ",,,,,0.3,Veteran's Resource Center
-83.898611,43.553611,117,2199703013,Bay City Airport Property,1997/03/27 00:00:00+00,Bay City,W of M-13/N of James Clements Airport,Bay,<null> ,43.553611,-83.898611,<null> ,0,,,,0,Yes,0,5,Park/Boat Launch
-83.9020839999999,43.586978,118,2199607020,Bay City Boring-Mundy St.,1996/07/16 00:00:00+00,Bay City,409 E Mundy Ave,BAY,<null> ,43.586978,-83.902084,SAF,52283,,"$52,283 ",,0,,0,0,Residential
-83.8907859999999,43.5966980000001,119,2200104019,Bay City Conference Center,2001/04/05 00:00:00+00,Bay City,1 Wenonah Park Place,BAY,<null> ,43.596698,-83.890786,"BRG,SRG",1477750,,"$1,477,750 ",,0,,0,0,Commercial
-83.899257,43.6165800000001,120,2201808003,Bay City Elk's Club,2018/08/28 00:00:00+00,Bay City,1400 North Henry Street ,Bay,160-017-278-002-00,43.61658,-83.899257,RPF,143000,,"$143,000 ",,,,,0.44,Elk's Club
-83.893769,43.590376,121,2199908027,Bay City Waterfront,1999/08/05 00:00:00+00,Bay City,Along the river from 9th St. to Northern boundry of the appartments to the south,BAY,<null> ,43.590376,-83.893769,WRG,3063000,,,,3063000,,0,0,Commercial
-83.8913889999999,43.5969440000001,122,2199603005,Bay Co. Conference Center,1996/03/12 00:00:00+00,Bay City,621 N. Water St. & 50 6th St.,Bay,<null> ,43.596944,-83.891389,<null> ,0,,,,0,Yes,0,2.5,Conference Center
-86.3154939999999,44.2606480000001,123,2200609029,Bay Condominium Project,2006/09/07 00:00:00+00,Manistee,111 and 123 Arthur Street (US-31),Manistee,"51-51-174-704-01, 51-51-174-704-19, 51-51-101-275-01",44.260648,-86.315494,381,160950,"$160,950 ",,,0,,0,3.83,Waterfront Development District
-87.009722,45.849722,124,2200310031,Bay de Noc Oil Terminal,2003/10/02 00:00:00+00,Gladstone,300 Delta Ave.,Delta,<null> ,45.849722,-87.009722,<null> ,0,,,,0,Yes,0,11.96,Residential
-84.962485,45.3765710000001,125,2199404001,Bayfront Park (Petrolane),1994/04/01 00:00:00+00,Petoskey,125 Wachetel Ave,EMMET,<null> ,45.376571,-84.962485,SRG,900000,,"$900,000 ",,0,,0,0,Park/Recreational
-86.659059,46.4138390000001,126,2200408013,Bayshore Redevelopment,2004/08/31 00:00:00+00,Munising,Cherry St & City Park Dr,ALGER,<null> ,46.413839,-86.659059,"WRG, RRL",232100,,,"$75,000 ",157100,,0,3.74,Commercial
-83.948249,42.2617760000001,127,220190328,"Bean Management Popeye's Chicken, Jackson",2019/04/16 00:00:00+00,Jackson ,970 North West Avenue ,Jackson ,2-1742.2000,42.261776,-83.948249,RPG,130000,,"$130,000 ",,,,,0.333,Commercial 
-84.7182759999999,44.660404,128,2199810025,Bear Archery,1998/10/22 00:00:00+00,Grayling,"Various locations south of former mfg facility on M-72, disposal areas either side of Au Sable River south of M-72, disposal area north of North Down River Road east of Stephens Rd bridge",Crawford,<null> ,44.660404,-84.718276,<null> ,0,,,,0,Yes,0,31,Commercial dev./park
-83.1258329999999,42.2994440000001,129,2201104003,Beard Park North,2011/04/07 00:00:00+00,Detroit,923/927/935 Lawndale Street,Wayne,<null> ,42.299444,-83.125833,<null> ,0,,,,0,Yes,0,0.58,Recreational
-83.126389,42.2983330000001,130,2201104004,Beard Park South,2011/04/07 00:00:00+00,Detroit,Lawndale/Fulton/Witt Streets,Wayne,<null> ,42.298333,-83.126389,<null> ,0,,,,0,Yes,0,1.92,Recreational
-85.573053,45.5759830000001,131,2200103008,Beaver Head Light Station,2001/03/23 00:00:00+00,Peaine Township,Beaver Island Head Light,CHARLEVOIX,<null> ,45.575983,-85.573053,WRG,257813,,,,257813,,0,0,Not Required
-86.205472,43.056073,132,2201508022,Beechtree Land Co. LLC,2015/08/09 00:00:00+00,Grand Haven,540 South Beechtree,Ottawa,70-03-27-107-002,43.056073,-86.205472,381,67662,"$67,662 ",,,0,,0,0.37,same as current
-86.206273,43.0633700000001,133,2201508021,Beechtree Leasing LLC,2015/08/08 00:00:00+00,Grand Haven,1435 Fulton Street,Ottawa,70-03-21-427-010,43.06337,-86.206273,381,180763,"$180,763 ",,,0,,0,0.88,<null> 
-85.228103,43.102874,134,2201808005,Belding Public Schools SAG,2018/08/31 00:00:00+00,Belding,429 North Bridge Street,Ionia ,401-090-000-260-00,43.102874,-85.228103,RPF,27500,,"$27,500 ",,,,,0.591,Parking lot 
-86.2819699999999,42.3924500000001,135,2200607021,Belgravia (Factory Condominiums),2006/07/06 00:00:00+00,South Haven,125 Elkenburg Street,Van Buren,"80-53-077-001-00, 80-53-078-001-00, 80-53-078-002-00, 80-53-078-003-00, 80-53-078-004-00, 80-53-078-005-00, 80-53-078-006-00, 80-53-078-007-00, 80-53-078-008-00, 80-53-078-009-00, 80-53-078-010-00",42.39245,-86.28197,381,224433,"$224,433 ",,,0,,0,2.14,Multi-family residential (RM-1) w/special use
-86.280097,42.392745,136,2199905013,"Belgravia Site / Factory Condominium Project, South Haven",1999/05/14 00:00:00+00,South Haven,125 Elkenburg Street,VAN BUREN,"80-53-077-001-00, 80-53-078-001-00, 80-53-078-002-00, 80-53-078-003-00, 80-53-078-004-00, 80-53-078-005-00, 80-53-078-006-00, 80-53-078-007-00, 80-53-078-008-00, 80-53-078-009-00, 80-53-078-010-00",42.392745,-86.280097,SRG,1000000,,"$1,000,000 ",,0,,0,2.19,Residential
-83.004398,42.344136,137,2201107011,Bellview Redevelopment Site (former Uniroyal),2011/07/26 00:00:00+00,Detroit,6600 East Jefferson- at Belle Isle,Wayne,"15/000008-9, 15/000010.002L, 15/013454, 15/000011",42.344136,-83.004398,381,2000000,"$2,000,000 ",,,0,,0,43.21,"SD4 Special Development District, Riverfront Mixed Use"
-86.2552019999999,44.6912620000001,138,2200309021,"Benzie County, Pointe Betsie Light Station",2003/09/29 00:00:00+00,Frankfort,3701 Point Betsie Rd,BENZIE,<null> ,44.691262,-86.255202,WRG,578025,,,,578025,,0,0,Not Required
-84.230374,43.410983,139,2200102051,Berger-Hemlock Elevator KBC-Hemlock,2001/02/13 00:00:00+00,Village of Hemlock,"400, 451  S. Elm St.",Saginaw,<null> ,43.410983,-84.230374,RRL,208955,,,"$208,955 ",0,,0,0,Commercial/Residential
-86.2052179999999,43.076215,140,2201610851,Best Financial Credit Union,2016/10/24 00:00:00+00,Spring Lake,612 W Savidge Street,Ottawa,70-03-15-358-001,43.076215,-86.205218,BRL,129636,,,"$129,636.00 ",,,,0.88,Commercial
-86.2052179999999,43.076215,141,2201610011,Best Financial Credit Union Redevelopment,2016/10/24 00:00:00+00,Spring Lake,612 West Savidge Street,Ottawa,70-03-15-358-001,43.076215,-86.205218,BRL,129636,,,"$129,636 ",0,,0,0.88,Commercial
-86.264287,43.206824,142,2200807030,Betten Auto Dealership Project,2008/07/14 00:00:00+00,Muskegon,"2410, 2474, 2477 & 2501 South Henry Street",Muskegon,"61-24-131-300-0035-00, 61-24-131-300-0037-00, 61-24-036-400-0027-00, 61-24-036-400-0024-00, 61-24-036-400-0029-00",43.206824,-86.264287,381,1026500,"$1,026,500 ",,,0,,0,19.1,B-4 General Business District
-83.19109,42.5394400000001,143,2200504007,Birmingham 2400 Lincoln,2005/04/25 00:00:00+00,Birmingham,2400 E. Lincoln Road,OAKLAND,"20-31-426-013, 20-31-402-001, 20-31-251-021, 20-31-426-002, 20-31-203-031",42.53944,-83.19109,"BRL, BRG",1000000,,"$700,000 ","$300,000 ",0,,0,6.08,"Residential, Commercial"
-86.257778,42.408889,144,2200104021,Blue Star Garage,2001/04/05 00:00:00+00,South Haven,South of 2nd Ave on Blue Star Memorial Hwy.,Van Buren,<null> ,42.408889,-86.257778,<null> ,0,,,,0,Yes,0,10,City garage
-86.485652,42.109613,145,2200705016,Bluffside,2007/05/30 00:00:00+00,St. Joseph,"200, 235 Broad Street, 501 Lions Park",BERRIEN,"11-76-0023-0001-15-2,11-76-0340-0019-00-0,11-76-0340-0071-00-1",42.109613,-86.485652,BRG,734100,,"$734,100 ",,0,,0,7.9,"Commercial,Park/Recreational"
-86.484525,42.110528,146,2200610034,Bluffside,2006/10/13 00:00:00+00,St. Joseph,200/235 Broad St./501 Lions Park Dr.,Berrien,<null> ,42.110528,-86.484525,<null> ,0,,,,0,Yes,0,7.9,Recreational Park
-85.616208,44.7539850000001,147,2201508025,Boardman Lake Avenue/Pathway Trail System,2015/08/24 00:00:00+00,Traverse City,910 Lake Ridge Drive,Grand Traverse,"28-51-682-007-01, 28-51-757-000-01",44.753985,-85.616208,381,330500,"$330,500 ",,,0,,0,5.28,Multi-family residential
-86.020951,42.885137,148,2201508024,Borculo Fuel Services LLC,2015/08/24 00:00:00+00,Zeeland,6410 96th Avenue,Ottawa,"70-13-30-101-001; 70-13-30-101-002; 70-13-30-101-003; 70-13-30-101-005",42.885137,-86.020951,381,284854,"$284,854 ",,,0,,0,0,<null> 
-84.779193,43.6048260000001,149,2200408014,Borden Building,2004/08/31 00:00:00+00,Mt. Pleasant,320 W Broadway St,ISABELLA,"17-000-15826-00,17-000-15827-00,17-000-15828-00,17-000-02501-01,17-000-02501-02,17-992-00030-00,17-000-15824-00,17-000-15822-00,17-000-15825-00,17-000-15835-00",43.604826,-84.779193,"WRG,BRG,BRL",1590890,,"$996,800 ","$184,690 ",409400,,0,9.7,Commercial/Government/Non Profit
-85.7374589999999,42.905517,150,2200603008,Bosgraaf Project,2006/03/16 00:00:00+00,Grandville,2950 PrairieSt SW,KENT,<null> ,42.905517,-85.737459,BRL,1000000,,,"$1,000,000 ",0,,0,37.67,Industrial
-85.0093199999999,45.2126960000001,151,220190317,Boyne Automotive,2019/01/14 00:00:00+00,Boyne City, 437 Boyne Avenue  ,Charlevoix ,51-345-005-00,45.212696,-85.00932,RPG,179500,,"$179,500 ",,,,,0.27,mixed
-84.398672,45.2038470000001,152,2201809001,Boyne Save a Lot ,2018/09/05 00:00:00+00,Boyne City,1158 M-75 South,Charlevoix,015-001-009-20,45.203847,-84.398672,381,564785,"$188,475 ","$249,310 ","$127,000 ",,,,1.79,General Store
-84.696783,42.649729,153,2201003002,Brandenburg Tank Farm,2010/03/25 00:00:00+00,Charlotte,5597 Lansing Road,Eaton,<null> ,42.649729,-84.696783,<null> ,0,,,,0,Yes,0,1,Comm./Res.
-85.397103,44.247033,154,2199907025,Brasseur Property,1999/07/28 00:00:00+00,Cadillac,314 S. Mitchell St,Wexford,10-086-00-508-00,44.247033,-85.397103,381,42562,"$42,562 ",,,0,,0,0,B-3 General Business
-88.033611,45.801944,155,2200504009,Breitung Twp.,2005/04/27 00:00:00+00,Breitung Twp.,E Breitung Ave,Dickinson,<null> ,45.801944,-88.033611,<null> ,0,,,,0,Yes,0,38,Commercial/Industrial
-85.683803,42.9713390000001,156,2201703842,Bridge and Stocking LLC,2017/03/06 00:00:00+00,Grand Rapids,"Bridge St, Seward Ave, Lexington Ave, Stocking Ave NW",Kent,Multiple,42.971339,-85.683803,381,766750,"$766,750.00 ",,,,,,,
-85.679322,42.9708150000001,157,2201506014,Bridge and Turner LLC,2015/06/02 00:00:00+00,Grand Rapids,"405, 415, 425, 427 Bridge Street NW; 416, 424 Broadway Avenue NW",Kent,<null> ,42.970815,-85.679322,381,1215875,"$1,215,875 ",,,0,,0,0,Transitional City Center
-85.6186969999999,44.7643390000001,158,2200108040,Bridgestone/Firestone Facility,2001/08/17 00:00:00+00,Traverse City,251 East Front Street,Grand Traverse,<null> ,44.764339,-85.618697,381,131899,"$131,899 ",,,0,,0,0,Commercial C-4B
-83.892973,41.9875500000001,159,220190327,"Britton Elevator, Grain Mill ",2019/04/02 00:00:00+00,Britton ,100-128 N. Main Street,Lenawee,38-6008237,41.98755,-83.892973,RMG,45000,,"$45,000 ",,,,,3.23,
-83.73759,42.2899200000001,160,2200508020,Broadway Village at Lowertown,2005/08/18 00:00:00+00,Ann Arbor,915 Maiden Lane,WASHTENAW,<null> ,42.28992,-83.73759,"BRL,BRG",1000000,,"$700,000 ","$300,000 ",0,,0,6.4,Residential/Commercial
-84.76606,42.2468700000001,161,2199410010,"Brown Weld, Albion",1994/10/18 00:00:00+00,Albion,205 N. Gale St,CALHOUN,<null> ,42.24687,-84.76606,SAF,25000,,"$25,000 ",,0,,0,3.5,No Development
-86.120684,41.9876410000001,162,2201009011,Brownfield Premier Improvements,2010/09/14 00:00:00+00,Dowagiac,"Franklin Street,Poplar and Franlin Street, 415 N Paul Street, Dowagiac",CASS,"14-160-900-075-00,14-160-510-034-00,14-160-200-194-11,14-160-200-203-00,14-160-200-969-00",41.987641,-86.120684,"BRG,SRG",661526,,"$661,526 ",,0,,0,5,Industrial
-87.659167,46.489722,163,2200910025,Brownstone Property,2009/10/29 00:00:00+00,Ishpeming,220 S. Seventh St.,Marquette,<null> ,46.489722,-87.659167,<null> ,0,,,,0,Yes,0,11.3,Comm./recreation
-83.039417,42.6263970000001,164,2200203003,Brownstones of Utica,2002/03/21 00:00:00+00,Utica,Both sides of Clinton River (west side of Utica),Macomb,07-33-478-029,42.626397,-83.039417,381,264500,"$264,500 ",,,0,,0,15,Commercial
-83.051734,42.344278,165,2201704847,Brush Park Parcels A and B,2017/04/28 00:00:00+00,Detroit,"Edmund Place, Division, Adelaide Streets",Wayne,1000700,42.344278,-83.051734,381,983964,"$983,964.00 ",,,,,,8.4,
-86.442469,43.971278,166,2200605014,Bryant Woods,2006/05/04 00:00:00+00,Ludington,6500 & 6598 W. Bryant Road (NW Corner of Bryant and Washington),MASON,051-250-012-00,43.971278,-86.442469,BRG,100000,,"$100,000 ",,0,,0,37,Residential
-86.4405609999999,43.971374,167,2200505013,Bryant Woods,2005/05/17 00:00:00+00,Ludington,NW Corner of Bryant and Washington,Mason,051-250-012-00,43.971374,-86.440561,381,96255,"$96,255 ",,,0,,0,37,R1C (planned residential district)
-84.022387,42.321113,168,2201405014,Buchanan North Warehouse Renovation,2014/05/27 00:00:00+00,Chelsea,140 Buchanan Street,Washtenaw,06-06-12-130-004,42.321113,-84.022387,381,87005,"$87,005 ",,,0,,0,4.38,industrial
-86.353889,41.8311110000001,169,2200608024,Buchanan Trail,2006/08/22 00:00:00+00,Buchanan,Third St. east of Red Bud St.,Berrien,<null> ,41.831111,-86.353889,<null> ,0,,,,0,Yes,0,0.18,Recreational Trail
-83.879893,43.5762990000001,170,2200004030,Bukowski Property/Day Escape Salon,2000/04/20 00:00:00+00,Bay City,1311 S. Farragut Street,Bay,09-13-00-236-005,43.576299,-83.879893,381,8075,"$8,075 ",,,0,,0,0.92,C-2 General Business
-85.3967749999999,44.2436640000001,171,2201109020,Cadillac Dollar General Redevelopment,2011/09/29 00:00:00+00,Cadillac,"812, 800 S. Mitchell",WEXFORD,"10-087-00-004-00,10-050-00-025-00",44.243664,-85.396775,BRL,143324,,,"$143,324 ",0,,0,1.1,Commercial
-85.3967749999999,44.2436640000001,172,2201109018,Cadillac Dollar General Redevelopment,2011/09/12 00:00:00+00,Cadillac,800-812 S. Mitchell Street,Wexford,"10-087-00-004-00, 10-050-00-025-00",44.243664,-85.396775,381,166500,"$166,500 ",,,0,,0,1.1,<null> 
-85.3975139999999,44.2491840000001,173,2201807001,Cadillac Lofts ,2018/07/03 00:00:00+00,Cadillac,"201-215 South Mitchell Street, 208 East Cass Street ",Wexford,"10-086-00-196-00,10-086-00-198-00, 10-086-00-207-00, 10-086-00-280-00",44.249184,-85.397514,"CMI, RMG",766140,,"$499,000 ","$267,140 ",,,,3.484,Mixed Commercial and Residental 
-85.674592,42.958334,174,2201411037,Canal Street Brewing Co. LLC,2014/11/17 00:00:00+00,Grand Rapids,"248 Williams SW, 231 Bartlett SW, 235 Grandville SW",Kent,"41-13-25-457-019; 41-13-25-457-017; 41-13-25-457-020",42.958334,-85.674592,381,177845,"$177,845 ",,,0,,0,0,traditional neighborhood
-84.544435,42.7333580000001,175,220190348,Capital City Market,2019/02/21 00:00:00+00,Lansing,Multiple Parcels,Ingham,multiple parcels,42.733358,-84.544435,"RMG, BRL, RPF, 381",3049953,"$1,049,953 ","$1,250,000 ","$750,000 ",,,,4.07,Mixed Use
-84.544435,42.7333580000001,176,2201902003,Capital City Market 381,2019/02/22 00:00:00+00,Lansing,600 East Michigan Avenue,Ingham,33-01-01-16-428-081,42.733358,-84.544435,"RMG, BRL, RPG, 381",3049953,"$1,049,953 ","$1,925,000 ","$750,000 ",,,,4.07,Commercial/Residential
-85.209965,42.2981730000001,177,2199902002,"Captain Oil Change, Battle Creek",1999/02/12 00:00:00+00,Battle Creek,589 W Columbia Ave.,CALHOUN,<null> ,42.298173,-85.209965,SAF,12000,,"$12,000 ",,0,,0,0.5,Commercial
-83.085954,42.357671,178,2201308018,Cardinal Health Medical Supply Warehouse,2013/08/22 00:00:00+00,Detroit,"Marquette St.-Commonwealth St.-railroad tracks, Rosa Parks Blvd.",WAYNE,80 properties being consolidated,42.357671,-83.085954,"BRL,BRG, RRL",2500000,,"$1,000,000 ","$1,500,000 ",0,,0,25,Industrial
-83.085954,42.357671,179,2201303007,Cardinal Health/Kirco Manix,2013/03/26 00:00:00+00,Detroit,"Marquette St.-Commonwealth St.-railroad tracks, Rosa Parks Blvd.",Wayne,80 properties being consolidated,42.357671,-83.085954,381,6894284,"$6,894,284 ",,,0,,0,31,General Industrial
-83.060556,42.369444,180,2199603004,Carter  Color Coat,1996/03/06 00:00:00+00,Detroit,6051 Hastings St.,Wayne,<null> ,42.369444,-83.060556,<null> ,0,,,,0,Yes,0,13.8,Unknown
-86.266111,42.409167,181,2200904007,Celery Pond,2009/04/03 00:00:00+00,South Haven,88 N. Bailey St.,Van Buren,<null> ,42.409167,-86.266111,<null> ,0,,,,0,Yes,0,7.2,Marina
-88.640792,46.093596,182,2200810035,Central School Redevelopment,2008/10/23 00:00:00+00,Iron River,218 W Cayuga St,IRON,<null> ,46.093596,-88.640792,BRL,734648,,,"$734,648 ",0,,0,2.16,Residential/Commercial
-83.251635,42.6104,183,2201407026,Challenge Manufacturing Company LLC Redevelopment Project,2014/07/24 00:00:00+00,Pontiac,2100 South Opdyke Road,Oakland,64-19-03-200-019,42.6104,-83.251635,381,941917,"$941,917 ",,,0,,0,41,M-2 Heavy Industrial
-88.670556,47.033889,184,2201604006,Champion #4 Machine Shop,2016/04/28 00:00:00+00,Painesdale,15331 Second St.,Houghton,<null> ,47.033889,-88.670556,<null> ,0,,,,0,,0,12,<null> 
-88.5230559999999,47.0275,185,2200109042,Chassell Waterfront Property,2001/09/26 00:00:00+00,Chassell,E of Soo Line RR between 3rd & 4th Sts.,Houghton,<null> ,47.0275,-88.523056,<null> ,0,,,,0,Yes,0,1.4,Marina/Park expansion
-84.488556,45.651931,186,2199607021,Cheboygan Industrial Park,1996/07/16 00:00:00+00,Cheboygan,1307 Higgins Drive,CHEBOYGAN,<null> ,45.651931,-84.488556,SAF,23500,,"$23,500 ",,0,,0,16,Industrial
-84.021132,42.3143250000001,187,2201305008,Chelsea Federal Screw Works Redevelopment Project,2013/05/08 00:00:00+00,Chelsea,425 Congdon Street-500 S. Main,Washtenaw,"06-12-435-005, 06-12-435-015",42.314325,-84.021132,381,198303,"$198,303 ",,,0,,0,2.56,PUD
-85.3978949999999,44.2478620000001,188,2200805016,Chemical Bank (Former Harris Milling),2008/05/29 00:00:00+00,Cadillac,109 West Chapin Street,WEXFORD,"10-086-00-506-00,10-086-00-507-00,10-086-00-508-00,10-086-00-506-01",44.247862,-85.397895,"BRG,BRL",1129300,,"$849,275 ","$280,025 ",0,,0,0.5,Commercial
-82.8431179999999,42.6313720000001,189,2201503005,Chesterfield Town Centre Development,2015/03/26 00:00:00+00,Chesterfield Township,"South of 21 Mile Road, North of Hall Road",Macomb,"09-31-226-007, 09-31-476-003, 09-31-476-004, 09-31-276-005",42.631372,-82.843118,381,5763019,"$5,763,019 ",,,0,,0,183,planned unit development
-83.716213,43.0429980000001,190,2201807003,Chevy Commons,2018/06/18 00:00:00+00,Flint,3000 North Chevrolet Avenue,Genessee,40-13-301-005,43.042998,-83.716213,BRG,315000,,"$315,000 ",,,,,60,Greenspace
-85.0377779999999,46.6086110000001,191,2200408011,Chippewa CRC-Whitefish Twp.,2004/08/30 00:00:00+00,Eckerman, M-123 South of W. Tepee Ln,Chippewa,<null> ,46.608611,-85.037778,<null> ,0,,,,0,Yes,0,2.82,Commercial
-83.1706839999999,42.255569,192,2199410011,Cicotte and Electric,1994/10/18 00:00:00+00,Lincoln Park,corner of Cicotte Ave and Electric Ave,WAYNE,<null> ,42.255569,-83.170684,SAF,15000,,"$15,000 ",,0,,0,1.9,Residential
-83.0516019999999,42.3354440000001,193,2201705857,City Club (Formre Statler Hilton),2017/05/02 00:00:00+00,Detroit,"139, 155, 167 Bagley and 1501, 1539 Washington Blvd",Wayne,2000315,42.335444,-83.051602,"BRL, BRG",1000000,,"$750,000 ","$250,000.00 ",,,,1.66,Mixed Use
-84.547847,42.7359290000001,194,2200808032,City Market Redevelopment,2008/08/19 00:00:00+00,Lansing,"333 N. Cedar,420 E. Shiawassee,",INGHAM,"33-01-01-16-253-012,33-01-01-16-253-032",42.735929,-84.547847,BRG,1000000,,"$1,000,000 ",,0,,0,3.64,Commercial/Residential
-85.39974,44.248234,195,2200907017,City of Cadillac Site Assessment,2009/07/27 00:00:00+00,Cadillac,"319 and 1202 N. Mitchell,215 S. Mitchell,100 E. Chapin,",WEXFORD,"83-010-086-00-049-00,83-010-055-00-001-01,83-010-086-00-196-00,83-101-086-00-198-00,83-010-086-00-207-00,830-010-086-00-280-00,83-010-086-00-212-00,10-084-00-037-00",44.248234,-85.39974,SAF,99412,,"$99,412 ",,0,,0,5.96,Commercial
